session.no,Date,Time,Weather,Remarks,rhino.no,Remarks,food.presence,Remarks,food.presence.index,Interval,feed-on,not.feed-on,feed-not.on,not.feed-not.on,mynah.no,Remarks
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,20,0,2,0,6,8,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,1,0,1,0,0,1,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,2,0,1,0,0,1,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,3,0,0,0,0,0,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,4,0,3,0,0,3,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,5,0,2,0,0,2,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,6,0,2,0,0,2,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,7,1,0,0,1,2,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,8,1,0,0,0,1,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,9,1,1,0,0,2,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,10,0,2,0,0,2,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,11,1,2,0,0,3,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,12,2,1,0,0,3,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,13,1,0,0,0,1,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,14,0,0,0,1,1,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,15,0,0,0,1,1,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,16,1,1,1,0,3,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,17,0,0,0,1,1,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,18,0,1,0,1,2,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,19,0,2,0,2,4,
37,08/08/2022 (Mon),5:00 PM,Cloudy,,6,,Yes,"Very very few strands on ground, a bit of browse hanging",1,20,1,1,0,0,2,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,1,2,2,0,21,25,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,2,5,0,1,16,22,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,3,0,4,0,17,21,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,4,1,1,0,18,20,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,5,3,2,0,14,19,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,6,0,2,0,12,14,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,7,2,4,0,12,18,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,8,2,2,0,15,19,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,9,1,1,0,16,18,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,10,1,2,0,12,15,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,11,1,1,0,13,15,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,12,3,1,1,9,14,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,13,2,1,0,10,13,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,14,3,1,0,12,16,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,15,3,1,1,5,10,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,16,2,2,1,11,16,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,17,0,0,1,14,15,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,18,0,1,0,12,13,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,19,0,2,0,14,16,
38,10/08/2022 (Wed),2:00 PM,Sunny,,7,,Yes,,3,20,0,1,0,15,16,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,1,2,2,0,3,7,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,2,1,5,0,3,9,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,3,0,5,0,6,11,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,4,2,4,0,7,13,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,5,1,2,1,7,11,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,6,1,1,1,12,15,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,7,2,2,0,15,19,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,8,1,5,0,15,21,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,9,0,4,0,0,4,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,10,1,5,0,0,6,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,11,0,4,0,0,4,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,12,0,2,0,0,2,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,13,0,1,0,0,1,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,14,0,1,0,0,1,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,15,0,1,0,0,1,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,16,0,1,0,0,1,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,17,0,1,0,0,1,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,18,0,2,0,0,2,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,19,0,0,0,0,0,
39,10/08/2022 (Wed),5:00 PM,Sunny,,6,,Yes,Very few strands on ground,1,20,1,2,0,0,3,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,1,2,1,0,7,10,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,2,2,2,1,7,12,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,3,1,2,0,10,13,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,4,2,2,0,5,9,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,5,2,2,1,3,8,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,6,2,2,0,3,7,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,7,1,1,0,8,10,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,8,1,3,0,6,10,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,9,1,2,0,7,10,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,10,0,4,0,11,15,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,11,1,1,0,16,18,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,12,1,2,0,13,16,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,13,1,2,0,12,15,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,14,1,3,0,13,17,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,15,1,3,0,9,13,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,16,0,4,0,15,19,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,17,0,2,0,13,15,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,18,0,1,0,13,14,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,19,0,3,0,13,16,
40,11/08/2022 (Thu),2:00 PM,Sunny,,7,,Yes,,3,20,0,2,0,12,14,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,1,0,3,0,7,10,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,2,1,2,1,3,7,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,3,2,2,0,9,13,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,4,1,1,0,10,12,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,5,1,0,0,7,8,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,6,1,1,0,10,12,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,7,1,3,0,11,15,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,8,2,3,0,9,14,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,9,1,0,1,17,19,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,10,0,5,0,14,19,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,11,2,2,0,18,22,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,12,0,4,0,21,25,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,13,1,7,0,14,22,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,14,1,2,1,23,27,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,15,1,2,0,18,21,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,16,2,2,0,23,27,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,17,2,1,0,14,17,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,18,0,2,0,13,15,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,19,1,4,0,10,15,
41,11/08/2022 (Thu),5:00 PM,Sunny,,5,,Yes,"Very few strands on ground, browse hanging (until sometime before Interval 11 when rhinos removed browse from hanger)",1,20,0,5,0,13,18,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,1,2,3,1,4,10,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,2,2,2,0,10,14,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,3,2,1,0,8,11,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,4,1,4,0,5,10,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,5,2,1,0,12,15,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,6,1,3,0,9,13,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,7,0,2,0,5,7,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,8,1,0,0,7,8,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,9,1,4,0,9,14,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,10,2,2,1,8,13,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,11,0,6,0,9,15,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,12,1,2,0,10,13,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,13,3,1,0,14,18,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,14,1,0,0,18,19,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,15,1,4,0,13,18,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,16,1,1,0,17,19,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,17,0,2,0,18,20,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,18,2,1,0,17,20,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,19,1,1,0,24,26,
42,12/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,20,2,3,0,15,20,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,1,1,1,0,0,2,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,2,0,3,0,0,3,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,3,1,1,0,3,5,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,4,0,1,0,0,1,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,5,2,3,0,0,5,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,6,1,3,0,0,4,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,7,0,0,0,0,0,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,8,1,0,0,0,1,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,9,0,1,0,0,1,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,10,0,0,0,0,0,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,11,0,0,0,0,0,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,12,1,0,0,0,1,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,13,0,0,0,0,0,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,14,0,1,0,0,1,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,15,0,2,1,0,3,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,16,0,1,1,1,3,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,17,0,0,0,3,3,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,18,0,1,0,3,4,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,19,0,0,2,2,4,
43,12/08/2022 (Fri),5:00 PM,Sunny,,5,,Yes,Very few strands on ground,1,20,0,2,0,3,5,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,1,0,0,0,0,0,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,2,0,0,0,0,0,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,3,0,0,0,0,0,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,4,0,0,0,0,0,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,5,0,0,0,0,0,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,6,0,0,0,0,0,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,7,0,0,0,0,0,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,8,0,0,0,0,0,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,9,0,0,0,0,0,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,10,0,0,0,2,2,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,11,0,0,0,0,0,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,12,0,0,0,0,0,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,13,0,0,0,0,0,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,14,0,1,1,2,4,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,15,0,0,0,0,0,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,16,0,1,0,1,2,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,17,1,8,0,1,10,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,18,0,0,0,0,0,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,19,0,0,0,0,0,
44,15/08/2022 (Mon),2:00 PM,Cloudy,,5,,Yes,,3,20,0,0,0,0,0,
45,15/08/2022 (Mon),5:00 PM,Sunny,Cloudy,5,,Yes,Very few strands on ground,1,1,0,0,0,0,0,
45,15/08/2022 (Mon),5:00 PM,Sunny,Cloudy,5,,Yes,Very few strands on ground,1,2,0,0,0,0,0,
45,15/08/2022 (Mon),5:00 PM,Sunny,Cloudy,5,,Yes,Very few strands on ground,1,3,0,0,0,0,0,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,4,0,0,0,0,0,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,5,0,0,0,0,0,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,6,0,0,1,0,1,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,7,0,0,0,1,1,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,8,0,0,0,0,0,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,9,0,0,0,1,1,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,10,0,1,0,0,1,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,11,1,0,0,0,1,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,12,0,0,0,1,1,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,13,0,0,0,1,1,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,14,1,0,0,0,1,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,15,0,0,1,0,1,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,16,0,0,0,1,1,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,17,0,0,0,1,1,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,18,0,0,0,1,1,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,19,0,1,0,0,1,
45,15/08/2022 (Mon),5:00 PM,Sunny,Sunny,5,,Yes,Very few strands on ground,1,20,0,0,0,0,0,
46,16/08/2022 (Tue),2:00 PM,Cloudy,,5,0,Yes,,3,1,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,,5,0,Yes,,3,2,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,,5,0,Yes,,3,3,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,,5,0,Yes,,3,4,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,,5,0,Yes,,3,5,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,,5,0,Yes,,3,6,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,,5,0,Yes,,3,7,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,,5,0,Yes,,3,8,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,,5,0,Yes,,3,9,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,,5,0,Yes,,3,10,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,,5,0,Yes,,3,11,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,,5,0,Yes,,3,12,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,,5,0,Yes,,3,13,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,,5,0,Yes,,3,14,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,,5,0,Yes,,3,15,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,Slightly sunny,5,5,Yes,,3,16,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,Slightly sunny,5,5,Yes,,3,17,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,Slightly sunny,5,5,Yes,,3,18,0,1,0,0,1,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,Slightly sunny,5,5,Yes,,3,19,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
46,16/08/2022 (Tue),2:00 PM,Cloudy,Slightly sunny,5,5,Yes,,3,20,0,0,0,0,0,Rhinos were not in the exhibit from Intervals 1 to 15
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,1,0,0,0,0,0,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,2,0,0,0,0,0,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,3,0,0,0,0,0,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,4,0,0,0,0,0,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,5,0,0,0,0,0,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,6,0,0,0,0,0,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,7,0,0,0,0,0,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,8,0,0,0,0,0,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,9,0,0,0,0,0,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,10,0,1,0,0,1,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,11,0,0,0,0,0,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,12,0,0,0,0,0,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,13,0,0,0,1,1,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,14,0,0,1,0,1,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,15,1,0,0,0,1,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,16,1,0,0,0,1,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,17,1,0,0,0,1,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,18,0,1,0,0,1,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,19,1,0,0,0,1,
47,16/08/2022 (Tue),5:00 PM,Sunny,Slightly sunny and cloudy,5,,Yes,Very few strands on ground,1,20,1,0,0,0,1,
